City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Yulara,AU,-25.2406,130.9889,84.04,16,15,10.36,few clouds
348,Gacko,BA,43.1672,18.5353,35.73,89,9,2.21,clear sky
349,Batman,TR,37.8874,41.1322,35.4,80,0,3.44,clear sky
350,Teahupoo,PF,-17.8333,-149.2667,80.56,81,98,16.37,overcast clouds
351,Troitskoye,RU,52.9821,84.6757,19.11,97,100,2.48,overcast clouds
352,Puerto Colombia,CO,10.9878,-74.9547,82.49,82,68,18.68,broken clouds
353,Ningxiang,CN,37.34,111.2052,37.22,57,93,4.05,overcast clouds
354,Aktau,KZ,43.65,51.2,23.58,64,8,1.7,clear sky
355,Purranque,CL,-40.9167,-73.1667,58.33,48,52,7.07,broken clouds
356,Sinnamary,GF,5.3833,-52.95,77.36,84,100,9.08,overcast clouds
357,Emerald,AU,-23.5333,148.1667,84.34,57,75,8.05,broken clouds
358,Eirunepe,BR,-6.6603,-69.8736,73.72,99,100,2.46,overcast clouds
359,Wattegama,LK,6.7989,81.4808,76.12,94,98,2.06,overcast clouds
360,Ouallam,NE,14.3188,2.0866,82.09,16,49,6.17,scattered clouds
361,Hami,CN,42.8,93.45,34.79,44,2,4.5,clear sky
362,Kodiak,US,57.79,-152.4072,29.71,64,1,14.97,clear sky
363,Kashi,CN,39.4547,75.9797,31.21,59,31,4.47,scattered clouds
364,Faya,SA,18.3851,42.4509,54.12,65,0,2.26,clear sky
365,Amahai,ID,-3.3333,128.9167,82.4,73,100,1.01,overcast clouds
366,Talnakh,RU,69.4865,88.3972,-12.32,92,95,6.46,overcast clouds
367,Khasan,RU,42.4308,130.6434,39.45,52,13,2.75,few clouds
368,Piltene,LV,57.2243,21.6744,39.15,100,90,8.05,drizzle
369,Davila,PH,18.4726,120.5763,80.58,81,88,21.79,overcast clouds
370,Ostrovnoy,RU,68.0531,39.5131,19.51,85,92,13.31,overcast clouds
371,Hambantota,LK,6.1241,81.1185,77.34,100,20,2.3,few clouds
372,Tame,CO,6.461,-71.73,76.48,68,98,3.74,overcast clouds
373,Pevek,RU,69.7008,170.3133,20.84,78,100,10.13,overcast clouds
374,Havre-Saint-Pierre,CA,50.2334,-63.5986,39.2,80,90,17.27,overcast clouds
375,Ascension,US,30.2169,-90.9001,69.04,77,40,4.61,scattered clouds
376,Energeticheskiy,KZ,43.4278,77.0222,30.76,80,75,4.47,mist
377,Srednekolymsk,RU,67.45,153.6833,-0.15,98,100,5.48,overcast clouds
378,Novikovo,RU,51.1537,37.8879,24.12,73,14,6.02,few clouds
379,Balkhash,KZ,46.844,74.9804,34.88,82,100,10.96,light rain
380,Samarai,PG,-10.6167,150.6667,84.65,72,64,9.17,broken clouds
381,Sampit,ID,-2.5333,112.95,76.17,94,100,1.03,overcast clouds
382,Lasa,IT,46.6166,10.7002,47.66,98,98,2.71,overcast clouds
383,Hofn,IS,64.2539,-15.2082,36.3,62,64,17.47,broken clouds
384,Bonfim,BR,3.0833,-59.95,84.22,57,92,6.76,overcast clouds
385,Rincon,US,32.296,-81.2354,59.86,75,1,5.75,clear sky
386,Honningsvag,NO,70.9821,25.9704,36.9,77,97,14.38,overcast clouds
387,Vostok,RU,46.4856,135.8833,21.6,88,72,5.01,broken clouds
388,Padang,ID,-0.9492,100.3543,80.65,70,86,3.91,overcast clouds
389,Le Port,RE,-20.9373,55.2919,75.2,91,78,4.74,broken clouds
390,Starkville,US,33.4504,-88.8184,66.67,78,17,6.82,few clouds
391,Brooks,CA,50.5834,-111.8851,29.03,75,100,24.16,overcast clouds
392,Berlevag,NO,70.8578,29.0864,35.85,86,100,14.09,overcast clouds
393,Guilin,CN,25.2819,110.2864,57.31,96,100,5.46,overcast clouds
394,Plettenberg Bay,ZA,-34.0527,23.3716,59.68,86,100,5.03,overcast clouds
395,Roald,NO,62.5833,6.1333,51.85,81,100,20.71,light rain
396,Fortuna,US,40.5982,-124.1573,55.42,72,85,1.01,overcast clouds
397,Rovaniemi,FI,66.5,25.7167,35.01,100,90,9.22,fog
398,Dunedin,NZ,-45.8742,170.5036,52.23,76,99,18.14,overcast clouds
399,Hammerfest,NO,70.6634,23.6821,36.05,80,0,9.22,clear sky
400,Airai,TL,-8.9266,125.4092,69.87,50,98,2.64,overcast clouds
401,Portland,US,45.5234,-122.6762,50.43,80,75,3.44,broken clouds
402,Xichang,CN,27.8964,102.2634,46.92,85,100,5.39,overcast clouds
403,Oranjemund,NA,-28.55,16.4333,60.04,95,7,6.91,clear sky
404,Forestville,US,38.8451,-76.875,47.43,71,75,4.61,broken clouds
405,Namatanai,PG,-3.6667,152.4333,85.15,62,93,4.81,overcast clouds
406,Ponta Delgada,PT,37.7333,-25.6667,66.51,63,75,9.22,broken clouds
407,Mosetse,BW,-20.75,26.65,77.11,37,58,8.14,broken clouds
408,Acapulco,MX,16.8634,-99.8901,82.22,74,75,4.61,broken clouds
409,Santa Cruz,BO,-17.8,-63.1667,71.06,94,75,2.3,broken clouds
410,Malpe,IN,13.35,74.7167,76.3,93,100,7.85,overcast clouds
411,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.25,76,60,14.88,broken clouds
412,Goya,AR,-29.14,-59.2626,71.64,71,99,9.01,overcast clouds
413,Vila Franca Do Campo,PT,37.7167,-25.4333,66.2,74,35,10.6,scattered clouds
414,Mehamn,NO,71.0357,27.8492,33.71,91,100,10.54,overcast clouds
415,Ligayan,PH,4.6533,119.4706,81.79,74,100,6.64,moderate rain
416,Belaya Gora,RU,68.5333,146.4167,-16.64,100,100,2.51,overcast clouds
417,Lukaya,UG,-0.1489,31.8748,62.73,91,67,2.35,broken clouds
418,Gillette,US,44.2911,-105.5022,36.52,28,90,21.0,overcast clouds
419,Utiel,ES,39.5667,-1.2,45.64,78,2,5.61,clear sky
420,Asau,RO,46.4333,26.4,34.72,93,47,2.98,scattered clouds
421,Vardo,NO,70.3705,31.1107,36.48,82,100,16.93,overcast clouds
422,Isoka,ZM,-10.1606,32.6335,68.54,53,99,1.72,overcast clouds
423,Susanville,US,40.4163,-120.653,51.66,39,1,5.75,clear sky
424,Nara,JP,34.6851,135.8049,58.96,59,0,2.06,clear sky
425,Bengkulu,ID,-3.8004,102.2655,76.96,78,40,3.27,scattered clouds
426,Avera,US,33.194,-82.5271,61.72,43,0,6.98,clear sky
427,Alice Springs,AU,-23.7,133.8833,76.55,23,0,11.5,clear sky
428,Kostek,RU,43.3439,46.8541,30.38,73,0,7.11,clear sky
429,Trinidad,BO,-14.8333,-64.9,74.21,96,100,2.42,moderate rain
430,Tessalit,ML,20.1986,1.0114,68.5,17,91,7.23,overcast clouds
431,Daru,PG,-9.0763,143.2092,81.05,85,100,5.26,light rain
432,Ambilobe,MG,-13.2,49.05,72.57,82,2,4.32,clear sky
433,Dudinka,RU,69.4058,86.1778,-8.16,91,96,5.82,overcast clouds
434,San Quintin,MX,30.4833,-115.95,66.16,74,99,12.75,overcast clouds
435,Lincoln,US,40.8,-96.667,64.02,55,1,1.01,clear sky
436,Ribeira Brava,PT,32.65,-17.0667,68.63,65,20,7.45,few clouds
437,Godhra,IN,22.75,73.6333,66.52,40,93,10.09,overcast clouds
438,Skelleftea,SE,64.7507,20.9528,30.56,93,20,2.3,mist
439,Wenling,CN,28.3669,121.36,58.91,85,100,8.37,overcast clouds
440,Taga,RO,46.95,24.05,28.49,80,21,2.48,few clouds
441,Santa Rosa,PH,14.3122,121.1114,86.09,70,96,13.18,overcast clouds
442,Camana,PE,-16.6228,-72.7111,65.52,78,71,4.88,broken clouds
443,Panaba,MX,21.2833,-88.2667,73.35,83,87,7.9,overcast clouds
444,Sakaiminato,JP,35.55,133.2333,51.78,93,20,4.61,few clouds
445,Ulladulla,AU,-35.35,150.4667,64.76,59,66,5.91,broken clouds
446,Birjand,IR,32.8663,59.2211,45.07,29,75,0.0,broken clouds
447,Palmer,US,42.1584,-72.3287,41.5,63,75,1.01,broken clouds
448,Baikunthpur,IN,23.25,82.55,59.92,69,27,4.52,scattered clouds
449,Gorontalo,ID,0.5412,123.0595,80.31,82,100,1.43,overcast clouds
450,Elizabeth City,US,36.2946,-76.2511,51.01,79,1,3.44,clear sky
451,Vestmannaeyjar,IS,63.4427,-20.2734,38.41,67,23,19.22,few clouds
452,Pacifica,US,37.6138,-122.4869,65.84,81,75,0.0,mist
453,Ayagoz,KZ,47.9714,80.4392,22.17,93,100,3.06,overcast clouds
454,Zemio,CF,5.0314,25.1361,69.44,87,32,0.87,scattered clouds
455,Huejuquilla El Alto,MX,22.6,-103.8667,62.92,24,89,3.6,overcast clouds
456,Severo-Kurilsk,RU,50.6789,156.125,33.71,69,89,9.55,overcast clouds
457,Oktyabrskiy,RU,54.4815,53.471,25.09,90,100,13.35,light snow
458,Terrace Bay,CA,48.7834,-87.1,28.02,82,100,21.85,light snow
459,San Jose,US,37.3394,-121.895,66.06,74,40,4.61,scattered clouds
460,Cravo Norte,CO,6.3017,-70.2041,84.13,53,95,7.34,overcast clouds
461,Presidente Epitacio,BR,-21.7633,-52.1156,80.44,46,100,7.29,light rain
462,Provideniya,RU,64.3833,-173.3,19.51,58,75,8.95,broken clouds
463,Asyut,EG,27.181,31.1837,69.73,53,85,7.54,overcast clouds
464,Port Macquarie,AU,-31.4333,152.9167,71.89,56,95,3.58,overcast clouds
465,Bima,ID,-8.4667,118.7167,77.05,88,100,1.9,overcast clouds
466,Weligama,LK,5.9667,80.4167,77.18,88,100,7.63,moderate rain
467,Marawi,PH,7.9986,124.2928,70.65,86,85,1.16,overcast clouds
468,Aguimes,ES,27.9054,-15.4461,65.03,66,40,12.66,scattered clouds
469,Champerico,GT,14.3,-91.9167,84.34,73,12,7.2,few clouds
470,Honiara,SB,-9.4333,159.95,87.3,63,90,4.0,overcast clouds
471,Boyolangu,ID,-8.1181,111.8935,75.83,89,100,1.92,overcast clouds
472,Pahrump,US,36.2083,-115.9839,74.84,16,34,1.01,scattered clouds
473,Bosaso,SO,11.2842,49.1816,75.0,62,85,4.47,overcast clouds
474,Klaksvik,FO,62.2266,-6.589,41.92,70,47,31.07,scattered clouds
475,Kerema,PG,-7.9631,145.7785,82.76,77,94,3.69,overcast clouds
476,Souillac,MU,-20.5167,57.5167,74.35,83,20,5.75,few clouds
477,Wyndham,US,37.6985,-77.6125,48.97,78,1,3.44,clear sky
478,At-Bashi,KG,41.1702,75.8106,19.69,51,99,3.69,overcast clouds
479,Surgut,RU,61.25,73.4167,14.18,92,75,8.95,shower snow
480,Kalianget,ID,-7.05,113.9333,78.03,87,100,10.22,overcast clouds
481,Kirakira,SB,-10.4544,161.9205,85.55,70,34,6.08,scattered clouds
482,Elwood,AU,-37.8817,144.983,65.48,57,75,1.01,broken clouds
483,Biak,ID,-0.9131,122.8766,78.39,82,100,3.22,light rain
484,Hovd,MN,48.0056,91.6419,20.89,47,97,2.37,overcast clouds
485,Rongcheng,CN,30.634,117.8517,58.55,68,95,2.89,overcast clouds
486,Manono,CD,-7.3,27.4167,66.97,98,100,1.68,light rain
487,Seymchan,RU,62.8833,152.4333,7.99,89,100,17.09,overcast clouds
488,Codrington,AU,-38.2667,141.9667,62.2,50,100,4.94,overcast clouds
489,Port Lincoln,AU,-34.7333,135.8667,67.55,56,11,11.12,few clouds
490,Kankon,IN,15.0167,74.0167,76.8,89,100,5.41,overcast clouds
491,Olenegorsk,RU,68.15,33.3,22.32,97,100,4.43,overcast clouds
492,Alofi,NU,-19.0595,-169.9187,76.86,70,11,17.81,light rain
493,Fairbanks,US,64.8378,-147.7164,1.36,79,90,0.0,light snow
494,Vilhena,BR,-12.7406,-60.1458,70.59,93,100,2.42,overcast clouds
495,Kindu,CD,-2.95,25.95,69.48,99,100,2.04,light rain
496,Inta,RU,66.0317,60.1659,-2.11,98,100,6.8,overcast clouds
497,Linares,CL,-35.85,-71.6,62.29,29,0,5.01,clear sky
498,Kuytun,RU,54.3419,101.5036,6.78,97,93,2.93,overcast clouds
499,Uruguaiana,BR,-29.7547,-57.0883,71.53,88,75,9.22,light rain
500,Sibolga,ID,1.7427,98.7792,78.3,80,100,1.28,moderate rain
501,Cayenne,GF,4.9333,-52.3333,81.09,86,75,3.0,broken clouds
502,Medea,DZ,36.2642,2.7539,46.85,93,99,5.48,overcast clouds
503,Antsohihy,MG,-14.8796,47.9875,76.41,84,1,2.15,clear sky
504,Fukue,JP,32.6881,128.8419,59.36,82,20,2.3,few clouds
505,Cartagena,CO,10.3997,-75.5144,82.02,83,20,11.5,few clouds
506,Marrakesh,MA,31.6315,-8.0083,51.87,71,55,1.14,broken clouds
507,Tura,IN,25.5198,90.2201,61.84,87,0,3.83,clear sky
508,Bauchi,NG,10.5,10.0,72.45,27,100,5.01,overcast clouds
509,Charters Towers,AU,-20.1,146.2667,88.09,45,21,13.98,few clouds
510,Marzuq,YE,14.4,46.4667,63.82,31,99,2.08,overcast clouds
511,La Ronge,CA,55.1001,-105.2842,28.65,93,90,20.71,light snow
512,Belyy Yar,RU,53.6039,91.3903,20.86,81,0,0.0,clear sky
513,Lazaro Cardenas,MX,17.9583,-102.2,78.82,78,41,4.97,scattered clouds
514,Omboue,GA,-1.5746,9.2618,75.04,90,100,3.6,overcast clouds
515,Bertinoro,IT,44.1469,12.1389,49.03,92,75,12.66,mist
516,Isangel,VU,-19.55,169.2667,86.11,62,75,9.22,broken clouds
517,Camopi,GF,3.1655,-52.3158,71.96,97,10,2.66,clear sky
518,Sao Pedro Do Sul,BR,-29.6206,-54.1789,68.65,94,93,2.13,overcast clouds
519,Duvan,RU,55.695,57.9024,21.13,89,100,12.88,overcast clouds
520,Cedar City,US,37.6775,-113.0619,56.37,28,1,10.36,clear sky
521,Slavsk,RU,55.0425,21.677,35.71,95,29,5.75,scattered clouds
522,Dali,CN,25.7,100.1833,55.47,71,33,1.99,scattered clouds
523,Yaan,NG,7.3833,8.5667,75.85,82,54,7.54,broken clouds
524,Chitose,JP,42.8194,141.6522,48.65,49,75,3.44,broken clouds
525,Laguna,US,38.421,-121.4238,67.28,75,1,1.01,clear sky
526,Malazgirt,TR,39.1427,42.5401,33.93,59,0,2.48,clear sky
527,Broken Hill,AU,-31.95,141.4333,69.51,23,99,6.91,overcast clouds
528,Korla,CN,41.7597,86.1469,31.73,46,70,2.91,broken clouds
529,San Francisco,US,37.7749,-122.4194,66.18,77,75,1.99,broken clouds
530,Olinda,BR,-8.0089,-34.8553,82.13,69,75,9.22,broken clouds
531,Aquiraz,BR,-3.9014,-38.3911,82.49,77,6,15.01,clear sky
532,The Pas,CA,53.8251,-101.2541,30.22,93,90,16.11,snow
533,Solnechnyy,RU,50.7214,136.6319,23.97,59,4,1.68,clear sky
534,Constitucion,CL,-35.3333,-72.4167,55.38,75,0,12.93,clear sky
535,Capela,BR,-10.5033,-37.0528,78.73,83,100,8.48,overcast clouds
536,Nizwa,OM,22.9333,57.5333,64.76,55,0,1.92,clear sky
537,San Patricio,US,28.017,-97.5169,76.98,68,0,16.98,clear sky
538,Jieshi,CN,22.8134,115.8257,68.95,72,34,7.67,scattered clouds
539,Ljubinje,BA,42.9508,18.0886,52.43,80,8,3.91,clear sky
540,Sortland,NO,68.6949,15.4162,46.36,94,100,6.35,overcast clouds
541,Zinder,NE,13.8072,8.9881,78.57,13,100,8.23,overcast clouds
542,Yarada,IN,17.65,83.2667,79.12,89,75,5.75,mist
543,Totness,SR,5.8833,-56.3167,77.0,87,92,7.23,overcast clouds
544,Brae,GB,60.3964,-1.353,46.31,66,45,23.02,scattered clouds
545,Banepa,NP,27.6298,85.5214,48.52,93,20,2.3,few clouds
546,Aljezur,PT,37.3191,-8.8033,54.01,60,16,8.05,few clouds
547,Ulagan,RU,50.6321,87.9563,18.55,95,100,1.9,light snow
548,Atar,MR,20.5169,-13.0499,78.82,30,100,6.73,overcast clouds
549,Mount Pleasant,US,32.7941,-79.8626,60.01,78,20,3.0,few clouds
550,Mount Isa,AU,-20.7333,139.5,85.77,14,3,18.41,clear sky
551,Molo,KE,-0.2479,35.7374,49.28,95,92,2.17,overcast clouds
552,Nouadhibou,MR,20.931,-17.0347,67.98,88,100,8.05,overcast clouds
553,Micheweni,TZ,-4.9667,39.8333,79.18,74,96,4.56,overcast clouds
554,Ozinki,RU,51.1786,49.6769,22.75,87,99,15.23,overcast clouds
555,Ballina,AU,-28.8667,153.5667,75.38,58,75,12.66,broken clouds
556,Westport,US,41.1415,-73.3579,46.98,61,1,1.99,clear sky
557,Nelson Bay,AU,-32.7167,152.15,70.77,67,78,3.0,broken clouds
558,Nizhnevartovsk,RU,60.9344,76.5531,10.42,92,90,8.95,overcast clouds
559,Pundaguitan,PH,6.3711,126.1689,82.71,70,69,2.01,broken clouds
560,Ormara,PK,25.2088,64.6357,75.04,32,0,5.75,clear sky
561,Prince Rupert,CA,54.3161,-130.3201,42.49,81,90,14.97,overcast clouds
562,Sistranda,NO,63.7256,8.834,48.9,73,100,10.2,light rain
563,Jahanabad,IN,25.2167,84.9833,57.76,59,8,0.81,clear sky
564,Dunning,GB,56.312,-3.5861,45.97,80,14,14.09,few clouds
565,Morro Bay,US,35.3658,-120.8499,74.28,60,72,9.95,broken clouds
566,Peterhead,GB,57.5058,-1.7981,41.45,79,47,19.64,scattered clouds
567,Llangefni,GB,53.2556,-4.3106,51.73,66,20,14.97,few clouds
568,Strezhevoy,RU,60.7333,77.5889,10.38,93,100,12.53,light snow
569,Mananjary,MG,-21.2167,48.3333,74.71,83,100,11.83,overcast clouds
570,Yomou,GN,7.5603,-9.2653,69.58,94,64,1.81,broken clouds
571,Billings,US,45.7833,-108.5007,39.29,26,40,26.46,scattered clouds
572,Acuexcomac,MX,19.0333,-98.3833,63.61,29,40,11.5,scattered clouds
573,Ankpa,NG,7.3706,7.6253,73.36,88,6,6.42,clear sky
574,Santa Maria Del Oro,MX,25.9333,-105.3667,62.56,25,69,4.65,broken clouds
575,Taltal,CL,-25.4,-70.4833,60.57,81,36,3.71,scattered clouds
576,Clarksdale,US,34.2001,-90.5709,68.92,73,40,9.22,scattered clouds
577,Urumqi,CN,43.801,87.6005,27.55,93,75,4.47,mist
578,Klamath Falls,US,42.2249,-121.7817,44.87,45,1,1.99,clear sky
579,Manali,IN,13.1667,80.2667,79.07,93,16,4.59,few clouds
580,Normandin,CA,48.8333,-72.5321,26.91,68,24,13.8,few clouds
581,Digha,IN,21.6833,87.55,69.69,73,68,8.79,broken clouds
582,Gobabis,NA,-22.45,18.9667,79.3,34,100,9.55,overcast clouds
583,Vila,PT,42.0304,-8.1588,44.33,88,100,5.57,overcast clouds
584,Gold Coast,AU,-28.0,153.4333,78.39,63,40,4.0,scattered clouds
585,Blackwater,AU,-23.5833,148.8833,85.32,41,0,11.03,clear sky
586,Huntingdon,GB,52.3305,-0.1865,50.13,94,83,1.99,broken clouds
587,Kot Addu,PK,30.4692,70.9671,55.26,20,0,4.41,clear sky
588,San Pedro,PH,14.35,121.0167,85.32,73,20,3.44,few clouds
589,Qiongshan,CN,20.0058,110.3542,75.18,88,75,11.18,broken clouds
590,Zeya,RU,53.75,127.2667,17.51,64,75,2.66,broken clouds
591,Kiama,AU,-34.6833,150.8667,64.99,66,58,5.95,broken clouds
592,Prado,BR,-17.3411,-39.2208,71.37,90,97,4.29,overcast clouds
593,Catuday,PH,16.2923,119.8062,81.37,70,100,11.5,overcast clouds
594,Tevriz,RU,57.509,72.4042,14.83,88,100,11.16,overcast clouds
595,Praia,CV,14.9215,-23.5087,75.74,83,40,10.36,scattered clouds
596,Vila Do Maio,CV,15.1333,-23.2167,75.99,78,100,8.95,overcast clouds
597,Esmeraldas,BR,-19.7625,-44.3139,70.84,81,100,7.61,overcast clouds
598,Meulaboh,ID,4.1363,96.1285,75.18,91,100,4.83,moderate rain
599,Katobu,ID,-4.9408,122.5276,78.17,85,100,2.01,overcast clouds
600,Oga,IT,46.4631,10.347,38.08,99,100,1.9,overcast clouds
601,Priladozhskiy,RU,59.85,31.4833,39.61,67,100,7.99,overcast clouds
602,Mosquera,CO,4.7059,-74.2302,55.49,94,40,3.44,scattered clouds
603,Aksarka,RU,66.5606,67.7975,5.16,93,100,15.39,light snow
604,Bac Lieu,VN,9.285,105.7244,80.73,86,100,14.38,overcast clouds
605,Mandalgovi,MN,45.7625,106.2708,21.42,40,12,7.38,few clouds
606,Sur,OM,22.5667,59.5289,72.88,55,0,5.79,clear sky
607,Ahuimanu,US,21.4447,-157.8378,83.91,77,75,3.44,broken clouds
608,Wuwei,CN,37.9281,102.6414,38.55,28,0,4.54,clear sky
609,Nyahururu,KE,0.0421,36.3673,50.36,91,34,5.39,scattered clouds
610,Vitim,RU,59.4511,112.5578,6.76,99,97,1.45,overcast clouds
611,Mayumba,GA,-3.432,10.6554,76.03,87,100,5.14,overcast clouds
612,Cap-Aux-Meules,CA,47.3821,-61.8597,39.25,65,90,32.21,overcast clouds
613,Juneau,US,58.3019,-134.4197,38.21,94,90,3.0,moderate rain
614,Minab,IR,27.1467,57.0801,69.3,62,22,3.8,few clouds
615,West Bay,KY,19.3667,-81.4167,81.0,88,40,3.0,scattered clouds
616,Porto Walter,BR,-8.2686,-72.7439,75.9,88,100,4.27,moderate rain
617,Luwuk,ID,-0.9516,122.7875,80.85,81,100,2.8,overcast clouds
618,Havoysund,NO,70.9963,24.6622,38.28,79,100,10.27,overcast clouds
619,Mutoko,ZW,-17.397,32.2268,70.45,39,0,3.83,clear sky
620,Bahir Dar,ET,11.5936,37.3908,59.67,68,45,3.74,scattered clouds
621,Terra Rica,BR,-22.7094,-52.6169,78.08,49,100,6.38,overcast clouds
622,Irbit,RU,57.6705,63.071,20.34,92,100,9.98,light snow
623,Pinotepa Nacional,MX,16.3167,-98.0167,72.14,83,87,0.85,overcast clouds
624,Luang Prabang,LA,19.8856,102.1347,71.56,94,75,2.3,mist
625,Culebra,PR,18.303,-65.301,80.64,67,6,11.99,clear sky
626,Itarema,BR,-2.9248,-39.9167,80.74,76,4,16.58,clear sky
627,Puri,IN,19.8,85.85,76.37,84,13,11.07,few clouds
628,Panlaitan,PH,12.1191,119.8486,83.79,72,100,3.91,overcast clouds
629,Suez,EG,29.9737,32.5263,67.68,70,100,2.13,overcast clouds
630,Umm Kaddadah,SD,13.6017,26.6876,72.05,32,0,12.62,clear sky
631,Pafos,CY,34.7667,32.4167,62.38,72,100,6.91,overcast clouds
632,Aasiaat,GL,68.7098,-52.8699,-4.74,99,86,9.01,overcast clouds
633,Sept-Iles,CA,50.2001,-66.3821,34.32,73,90,8.01,overcast clouds
634,Chunskiy,RU,56.0815,99.6342,12.36,98,100,1.92,overcast clouds
635,Ahome,MX,25.9167,-109.1833,85.95,48,100,6.89,overcast clouds
636,Bonthe,SL,7.5264,-12.505,79.39,81,100,4.38,overcast clouds
637,Meghri,AM,38.9029,46.2446,34.86,91,38,3.71,scattered clouds
638,Alghero,IT,40.5589,8.3181,53.69,94,0,3.44,clear sky
639,Juba,SS,4.8517,31.5825,78.13,57,89,1.81,overcast clouds
640,Shakawe,BW,-18.3667,21.85,78.71,38,93,3.33,overcast clouds
641,Belousovka,KZ,50.1339,82.5239,27.45,93,90,0.0,light shower snow
642,Hanzhong,CN,33.0728,107.0303,49.03,84,3,2.19,clear sky
643,Sarangani,PH,5.4033,125.4636,83.25,71,96,2.55,light rain
644,Olafsvik,IS,64.8945,-23.7142,34.52,70,14,10.16,few clouds
645,Chadiza,ZM,-14.0678,32.4392,68.59,50,1,2.71,clear sky
646,Burla,IN,21.5,83.8667,71.15,87,51,5.3,broken clouds
647,Purpe,RU,64.4803,76.6897,12.88,95,100,9.57,light snow
648,Datong,CN,40.0936,113.2914,33.22,62,2,5.32,clear sky
649,Nizhniy Kuranakh,RU,58.8353,125.4869,11.97,96,96,2.13,overcast clouds
650,Iquitos,PE,-3.7481,-73.2472,77.04,94,90,3.44,light rain
651,Richards Bay,ZA,-28.783,32.0377,68.05,87,41,5.35,light rain
652,Sorland,NO,67.667,12.6934,47.12,89,100,23.09,light rain
653,Polignano A Mare,IT,40.9959,17.2159,60.93,77,100,5.28,overcast clouds
654,Celestun,MX,20.8667,-90.4,76.26,72,10,14.36,clear sky
655,Inuvik,CA,68.3499,-133.7218,-3.14,84,75,5.75,light snow
656,Paamiut,GL,61.994,-49.6678,11.91,77,100,7.45,overcast clouds
657,Canakkale,TR,40.0833,26.8333,48.81,81,100,12.39,overcast clouds
658,Sumbe,AO,-11.2061,13.8437,77.07,87,100,1.34,light rain
659,Necochea,AR,-38.5473,-58.7368,51.04,70,1,10.85,clear sky
660,Gongzhuling,CN,43.5008,124.8198,37.94,71,8,13.8,clear sky
661,Taoudenni,ML,22.6783,-3.9836,72.72,17,100,6.64,overcast clouds
662,Mildura,AU,-34.2,142.15,71.08,34,95,6.91,overcast clouds
663,Pemangkat,ID,1.1667,108.9667,80.94,79,28,3.74,scattered clouds
664,Guarda,PT,40.5373,-7.2658,39.24,87,98,6.26,overcast clouds
665,Byron Bay,AU,-28.65,153.6167,75.31,60,57,9.35,broken clouds
666,Boston,US,42.3584,-71.0598,42.75,64,20,11.99,few clouds
667,Mackay,AU,-21.15,149.2,88.68,51,0,14.97,clear sky
668,Khorramshahr,IR,30.4397,48.1664,62.56,72,6,6.91,clear sky
669,Bati,ET,11.1833,40.0167,62.31,38,17,6.46,few clouds
670,Porto Novo,BJ,6.4965,2.6036,84.02,80,69,8.16,broken clouds
671,Ugoofaaru,MV,5.6667,73.0,81.7,79,98,17.67,overcast clouds
672,Gao,ML,16.6362,1.637,75.06,23,2,9.4,clear sky
673,San Bernardo,CL,-33.6,-70.7167,72.75,33,0,3.06,clear sky
674,Cullman,US,34.1748,-86.8436,65.26,76,1,5.99,clear sky
675,Kupang,ID,-10.1667,123.5833,84.78,79,20,3.44,few clouds
676,Salinas,US,36.6777,-121.6555,65.57,84,90,10.36,overcast clouds
677,Riyadh,SA,24.6877,46.7219,66.34,38,85,9.04,overcast clouds
678,Aginskoye,RU,51.1,114.53,25.16,92,100,3.29,light snow
679,Pimenta Bueno,BR,-11.6725,-61.1936,73.33,97,100,1.57,overcast clouds
680,George,ZA,-33.963,22.4617,58.55,94,90,2.3,overcast clouds
681,Kultayevo,RU,57.8943,55.9392,26.58,86,75,11.18,light snow
682,Buraydah,SA,26.326,43.975,59.45,39,100,9.8,overcast clouds
683,Hamilton,US,39.1834,-84.5333,54.05,77,1,0.0,clear sky
684,Agadez,NE,19.75,10.25,71.19,23,44,2.66,scattered clouds
685,Platanos,GR,37.6667,21.6167,59.09,73,34,6.22,scattered clouds
686,Thunder Bay,CA,48.4001,-89.3168,38.28,89,90,20.71,light snow
687,Tiznit,MA,29.5833,-9.5,51.89,89,49,1.25,scattered clouds
688,Chipinge,ZW,-20.1883,32.6236,66.13,57,0,3.94,clear sky
689,Villanueva De Cordoba,ES,38.3228,-4.6287,31.73,68,0,5.26,clear sky
690,Savonlinna,FI,61.8699,28.88,39.25,100,90,6.91,light rain
691,Tucuman,AR,-26.8241,-65.2226,60.8,77,90,3.44,overcast clouds
692,Kibala,TD,9.1104,18.3463,76.95,88,0,0.0,clear sky
693,Wadena,US,46.4425,-95.1361,37.65,93,90,0.0,overcast clouds
694,Halle,DE,51.5,12.0,43.93,90,90,5.75,overcast clouds
695,Tefe,BR,-3.3542,-64.7114,75.22,97,100,1.52,overcast clouds
696,Noumea,NC,-22.2763,166.4572,91.38,99,0,18.61,clear sky
697,Kapoeta,SS,4.7717,33.5903,80.83,48,39,7.0,scattered clouds
698,Rorvik,NO,64.8621,11.2373,45.34,80,100,14.32,light rain
699,Constantine,DZ,36.365,6.6147,51.21,93,75,5.75,broken clouds
700,Pierre,US,44.3683,-100.351,50.92,33,90,1.99,overcast clouds
